Date,ARAY_Open_average,ARAY_Open_max,ARAY_Open_min,ARAY_Open_volatility,ARAY_Open_change,ARAY_High_average,ARAY_High_max,ARAY_High_min,ARAY_High_volatility,ARAY_High_change,ARAY_Low_average,ARAY_Low_max,ARAY_Low_min,ARAY_Low_volatility,ARAY_Low_change,ARAY_Close_average,ARAY_Close_max,ARAY_Close_min,ARAY_Close_volatility,ARAY_Close_change,ARAY_Volume_average,ARAY_Volume_max,ARAY_Volume_min,ARAY_Volume_volatility,ARAY_Volume_change
2018-01-14,5.1625,5.3,5.0,0.2999999999999998,0.14999999999999947,5.3175,5.45,5.2,0.25,0.20000000000000018,5.0,5.2,4.75,0.4500000000000002,0.4500000000000002,5.2125,5.35,5.0,0.34999999999999964,0.2999999999999998,1749587,3339993,927056,2412937,-244159
2018-01-21,5.45,5.7,5.2,0.5,0.5,5.56,5.75,5.25,0.5,0.40000000000000036,5.296,5.55,5.05,0.5,0.5,5.46,5.7,5.15,0.5499999999999998,0.5,1380139,2210211,814494,1395717,511913
2018-01-28,5.69,5.9,5.5,0.40000000000000036,0.20000000000000018,5.96,6.15,5.75,0.40000000000000036,0.25,5.54,5.6,5.45,0.14999999999999947,0.0,5.75,5.9,5.55,0.35000000000000053,0.35000000000000053,2178964,2892502,1285905,1606597,754141
2018-02-04,5.27,5.85,5.05,0.7999999999999998,-0.5999999999999996,5.37,5.9,5.2,0.7000000000000002,-0.6500000000000004,4.96,5.0,4.9,0.09999999999999964,-0.09999999999999964,5.134,5.25,5.0,0.25,-0.04999999999999982,1300764,1853762,748374,1105388,-147221
2018-02-11,5.15,5.25,5.05,0.20000000000000018,-0.04999999999999982,5.26,5.4,5.15,0.25,0.15000000000000036,5.03,5.15,4.95,0.20000000000000018,0.15000000000000036,5.16,5.25,5.05,0.20000000000000018,0.20000000000000018,610866,895987,350460,545527,-545527
2018-02-18,5.1625,5.25,5.05,0.20000000000000018,-0.20000000000000018,5.25,5.3,5.2,0.09999999999999964,-0.04999999999999982,5.05,5.1,5.0,0.09999999999999964,-0.09999999999999964,5.1425,5.22,5.05,0.16999999999999993,0.0699999999999994,492742,559682,387857,171825,171825
2018-02-25,5.34,5.5,5.2,0.2999999999999998,0.0,5.52,5.7,5.3,0.40000000000000036,0.35000000000000053,5.23,5.3,5.15,0.14999999999999947,0.09999999999999964,5.37,5.55,5.2,0.34999999999999964,0.34999999999999964,751889,1290413,454030,836383,56015
2018-03-04,5.6,5.65,5.55,0.10000000000000053,0.04999999999999982,5.7,5.8,5.65,0.14999999999999947,0.09999999999999964,5.522,5.56,5.5,0.05999999999999961,0.04999999999999982,5.6499999999999995,5.8,5.6,0.20000000000000018,0.20000000000000018,501527,638693,376906,261787,46800
2018-03-11,5.66,5.75,5.55,0.20000000000000018,-0.20000000000000018,5.72,5.8,5.6,0.20000000000000018,-0.20000000000000018,5.512,5.6,5.31,0.29000000000000004,-0.29000000000000004,5.59,5.7,5.4,0.2999999999999998,-0.25,873138,1932332,303789,1628543,1509051
2018-03-18,5.2,5.4,5.0,0.40000000000000036,-0.40000000000000036,5.29,5.5,5.1,0.40000000000000036,-0.40000000000000036,5.0200000000000005,5.25,4.75,0.5,-0.34999999999999964,5.128,5.3,4.95,0.34999999999999964,-0.34999999999999964,523008,712982,425731,287251,81744
