Date,ADDYY_Open_average,ADDYY_Open_max,ADDYY_Open_min,ADDYY_Open_volatility,ADDYY_Open_change,ADDYY_High_average,ADDYY_High_max,ADDYY_High_min,ADDYY_High_volatility,ADDYY_High_change,ADDYY_Low_average,ADDYY_Low_max,ADDYY_Low_min,ADDYY_Low_volatility,ADDYY_Low_change,ADDYY_Close_average,ADDYY_Close_max,ADDYY_Close_min,ADDYY_Close_volatility,ADDYY_Close_change,ADDYY_Volume_average,ADDYY_Volume_max,ADDYY_Volume_min,ADDYY_Volume_volatility,ADDYY_Volume_change
2018-01-14,104.9575,109.6,102.18,7.4199999999999875,5.780000000000001,105.91,111.97,102.92,9.049999999999997,8.049999999999997,104.64,109.55,101.97,7.579999999999998,6.730000000000004,105.4575,111.8,102.31,9.489999999999995,8.75,66660,133878,32391,101487,69149
2018-01-21,113.856,115.73,111.66,4.070000000000007,2.4399999999999977,114.422,115.81,112.42,3.3900000000000006,2.6499999999999915,113.338,114.5,111.57,2.930000000000007,2.450000000000003,113.984,114.93,112.31,2.6200000000000045,2.6200000000000045,69888,94404,54188,40216,-33483
2018-01-28,114.386,116.21,112.95,3.259999999999991,-0.769999999999996,114.928,116.84,113.73,3.1099999999999994,-0.5999999999999943,113.876,115.94,111.58,4.359999999999999,-2.0400000000000063,114.182,116.06,111.58,4.480000000000004,-2.4399999999999977,43436,52871,28710,24161,-15654
2018-02-04,110.204,112.89,107.22,5.670000000000002,-2.1099999999999994,111.26,113.31,109.58,3.730000000000004,-1.5799999999999983,107.954,111.5,106.13,5.3700000000000045,-0.23000000000000398,109.34599999999999,111.71,106.64,5.069999999999993,2.4299999999999926,42105,67368,24532,42836,-7047
2018-02-11,109.766,111.31,107.8,3.510000000000005,1.7199999999999989,110.992,112.85,109.43,3.4199999999999875,2.8799999999999955,109.31,111.26,107.78,3.480000000000004,2.210000000000008,110.676,112.06,109.35,2.710000000000008,2.210000000000008,30590,39328,26682,12646,3115
2018-02-18,111.8125,112.32,111.1,1.2199999999999989,-0.4399999999999977,112.2275,113.2,111.47,1.730000000000004,-0.9099999999999966,111.0825,112.12,110.34,1.7800000000000011,-0.7400000000000091,111.4825,112.42,110.34,2.0799999999999983,-0.20000000000000284,227681,474806,81371,393435,276524
2018-02-25,110.32,112.3,106.7,5.599999999999994,-5.349999999999994,110.544,112.34,107.34,5.0,-5.0,108.99799999999999,111.6,105.63,5.969999999999999,-5.969999999999999,109.718,112.28,107.21,5.070000000000007,-4.939999999999998,51720,150439,19670,130769,18024
2018-03-04,107.932,109.27,107.08,2.1899999999999977,-0.29000000000000625,108.53999999999999,109.44,107.25,2.1899999999999977,-1.480000000000004,107.376,107.93,106.7,1.230000000000004,-0.39000000000000057,108.10199999999999,108.71,106.77,1.9399999999999977,-1.9200000000000017,30748,75459,15168,60291,60291
2018-03-11,113.048,119.72,105.35,14.370000000000005,13.579999999999998,114.298,120.7,106.52,14.180000000000007,14.180000000000007,112.462,119.29,104.16,15.13000000000001,13.950000000000003,113.554,119.65,105.75,13.900000000000006,13.900000000000006,82507,123449,43192,80257,51908
2018-03-18,120.56,122.28,118.92,3.3599999999999994,3.3599999999999994,120.96600000000001,122.4,119.25,3.1500000000000057,3.1500000000000057,119.684,120.98,118.22,2.760000000000005,1.4300000000000068,120.134,121.48,118.97,2.510000000000005,0.9300000000000068,56619,110200,19814,90386,-65769
