Date,Fidelity MSCI Financials_Open_average,Fidelity MSCI Financials_Open_max,Fidelity MSCI Financials_Open_min,Fidelity MSCI Financials_Open_volatility,Fidelity MSCI Financials_Open_change,Fidelity MSCI Financials_High_average,Fidelity MSCI Financials_High_max,Fidelity MSCI Financials_High_min,Fidelity MSCI Financials_High_volatility,Fidelity MSCI Financials_High_change,Fidelity MSCI Financials_Low_average,Fidelity MSCI Financials_Low_max,Fidelity MSCI Financials_Low_min,Fidelity MSCI Financials_Low_volatility,Fidelity MSCI Financials_Low_change,Fidelity MSCI Financials_Close_average,Fidelity MSCI Financials_Close_max,Fidelity MSCI Financials_Close_min,Fidelity MSCI Financials_Close_volatility,Fidelity MSCI Financials_Close_change
2018-01-14,42.76,42.76,42.76,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2018-01-21,43.58,43.58,43.58,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2018-01-28,43.41,43.41,43.41,0.0,0.0,43.47,43.47,43.47,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-02-04,40.2,40.2,40.2,0.0,0.0,40.63,40.63,40.63,0.0,0.0,39.11,39.11,39.11,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2018-02-11,42.09,42.09,42.09,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2018-02-18,41.88,41.88,41.88,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-02-25,41.02,41.02,41.02,0.0,0.0,41.57,41.57,41.57,0.0,0.0,40.64,40.64,40.64,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2018-03-04,42.67,42.67,42.67,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.63,42.63,42.63,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2018-03-11,42.18,42.18,42.18,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2018-03-18,40.52,40.52,40.52,0.0,0.0,40.73,40.73,40.73,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2018-03-25,40.04,40.04,40.04,0.0,0.0,40.61,40.61,40.61,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-04-01,40.35,40.35,40.35,0.0,0.0,40.52,40.52,40.52,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2018-04-08,41.28,41.28,41.28,0.0,0.0,41.28,41.28,41.28,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2018-04-15,40.84,40.84,40.84,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2018-04-22,40.53,40.53,40.53,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2018-04-29,39.36,39.36,39.36,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.25,39.25,39.25,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2018-05-06,41.5,41.5,41.5,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2018-05-13,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2018-05-20,41.07,41.07,41.07,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2018-05-27,40.59,40.59,40.59,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-06-03,41.37,41.37,41.37,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-06-10,40.31,40.31,40.31,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2018-06-17,40.49,40.49,40.49,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-06-24,39.65,39.65,39.65,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-07-01,39.16,39.16,39.16,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2018-07-08,39.82,39.82,39.82,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2018-07-15,40.5,40.5,40.5,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2018-07-22,41.29,41.29,41.29,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2018-07-29,41.06,41.06,41.06,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2018-08-05,41.09,41.09,41.09,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.84,40.84,40.84,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2018-08-12,41.2,41.2,41.2,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-08-19,41.53,41.53,41.53,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2018-08-26,41.47,41.47,41.47,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2018-09-02,41.65,41.65,41.65,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-09-09,41.15,41.15,41.15,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2018-09-16,42.25,42.25,42.25,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2018-09-23,40.5,40.5,40.5,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-09-30,41.04,41.04,41.04,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2018-10-07,39.2,39.2,39.2,0.0,0.0,39.24,39.24,39.24,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2018-10-14,38.63,38.63,38.63,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2018-10-21,36.82,36.82,36.82,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-10-28,38.69,38.69,38.69,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2018-11-04,39.56,39.56,39.56,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2018-11-11,38.67,38.67,38.67,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-11-18,37.92,37.92,37.92,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-11-25,38.85,38.85,38.85,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-12-02,37.17,37.17,37.17,0.0,0.0,37.67,37.67,37.67,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-12-09,35.33,35.33,35.33,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-12-16,33.77,33.77,33.77,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-12-23,34.31,34.31,34.31,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2018-12-30,34.73,34.73,34.73,0.0,0.0,35.37,35.37,35.37,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-01-06,35.49,35.49,35.49,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2019-01-13,37.51,37.51,37.51,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-01-20,37.82,37.82,37.82,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-01-27,37.85,37.85,37.85,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-02-03,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2019-02-10,38.28,38.28,38.28,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-02-17,38.91,38.91,38.91,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-02-24,39.22,39.22,39.22,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-03-03,37.67,37.67,37.67,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-03-10,38.65,38.65,38.65,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-03-17,37.58,37.58,37.58,0.0,0.0,37.67,37.67,37.67,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.87,36.87,36.87,0.0,0.0
