Date,GLBS_Open_average,GLBS_Open_max,GLBS_Open_min,GLBS_Open_volatility,GLBS_Open_change,GLBS_High_average,GLBS_High_max,GLBS_High_min,GLBS_High_volatility,GLBS_High_change,GLBS_Low_average,GLBS_Low_max,GLBS_Low_min,GLBS_Low_volatility,GLBS_Low_change,GLBS_Close_average,GLBS_Close_max,GLBS_Close_min,GLBS_Close_volatility,GLBS_Close_change,GLBS_Volume_average,GLBS_Volume_max,GLBS_Volume_min,GLBS_Volume_volatility,GLBS_Volume_change
2018-01-14,12.2,12.8,11.9,0.9000000000000004,-0.9000000000000004,12.525,13.2,11.9,1.299999999999999,-1.299999999999999,11.6,11.7,11.5,0.1999999999999993,-0.09999999999999964,11.939250000000001,12.057,11.8,0.2569999999999997,-0.2569999999999997,45825,74720,14692,60028,-45429
2018-01-21,12.097999999999999,12.29,11.8,0.48999999999999844,0.1999999999999993,12.3576,12.49,12.2,0.2900000000000009,0.0,11.94,12.0,11.7,0.3000000000000007,0.3000000000000007,12.1304,12.4,12.0,0.40000000000000036,0.14700000000000024,25577,49935,13420,36515,-24689
2018-01-28,12.42,13.8,11.9,1.9000000000000004,-0.3000000000000007,12.72,13.8,12.0,1.8000000000000007,-0.3000000000000007,11.3682,12.0,9.9,2.0999999999999996,-1.5999999999999996,12.118,13.3,11.3,2.0,-0.6899999999999995,72801,139488,22051,117437,52485
2018-02-04,10.74,11.3,10.3,1.0,-1.0,10.99,11.5,10.382,1.1180000000000003,-1.1180000000000003,10.26,10.6,9.8,0.7999999999999989,-0.7999999999999989,10.5608,10.9,10.2,0.7000000000000011,-0.7000000000000011,33860,48725,24845,23880,19466
2018-02-11,10.114799999999999,10.2,9.974,0.2259999999999991,-0.1999999999999993,10.258799999999999,10.495999999999999,10.1,0.395999999999999,0.19799999999999862,9.818,9.844,9.801,0.04299999999999926,-0.028999999999999915,10.0948,10.4,9.974,0.42600000000000016,0.40000000000000036,16686,22202,14317,7885,5289
2018-02-18,10.7,10.8,10.5,0.3000000000000007,0.3000000000000007,10.85,11.0,10.7,0.3000000000000007,-0.09999999999999964,10.325000000000001,10.4,10.3,0.09999999999999964,0.0,10.61,10.7,10.55,0.14999999999999858,-0.10999999999999943,13267,23694,6421,17273,-15808
2018-02-25,10.2776,10.7,9.988,0.7119999999999997,-0.7119999999999997,10.398,10.7,10.1,0.5999999999999996,-0.5999999999999996,9.9202,10.2,9.601,0.5989999999999984,-0.5989999999999984,10.1466,10.6,9.9,0.6999999999999993,-0.5169999999999995,13734,18611,8949,9662,-4871
2018-03-04,10.48,11.7,10.0,1.6999999999999993,1.6999999999999993,10.84,11.7,10.1,1.5999999999999996,1.5999999999999996,10.1188,10.402000000000001,9.8,0.6020000000000003,0.5,10.5,11.4,10.1,1.3000000000000007,0.5,52044,116233,19158,97075,95104
2018-03-11,10.28,10.4,10.2,0.20000000000000107,-0.20000000000000107,10.518,10.7,10.4,0.29999999999999893,-0.29999999999999893,10.042,10.2,9.71,0.48999999999999844,-0.3899999999999988,10.1968,10.434000000000001,10.0,0.43400000000000105,-0.43400000000000105,33158,44195,22646,21549,-7234
2018-03-18,9.3878,10.1,8.957,1.142999999999999,-1.142999999999999,9.5884,10.193,9.27,0.923,-0.8040000000000003,9.0288,9.3,8.81,0.4900000000000002,-0.22600000000000087,9.1594,9.35,8.9,0.4499999999999993,-0.2320000000000011,30028,42033,16226,25807,-16264
