Date,iShares Global Clean Energy_Open_average,iShares Global Clean Energy_Open_max,iShares Global Clean Energy_Open_volatility,iShares Global Clean Energy_Open_change,iShares Global Clean Energy_High_average,iShares Global Clean Energy_High_max,iShares Global Clean Energy_High_volatility,iShares Global Clean Energy_High_change,iShares Global Clean Energy_Low_average,iShares Global Clean Energy_Low_max,iShares Global Clean Energy_Low_volatility,iShares Global Clean Energy_Low_change,iShares Global Clean Energy_Close_average,iShares Global Clean Energy_Close_max,iShares Global Clean Energy_Close_volatility,iShares Global Clean Energy_Close_change
2016-01-03,9.08,9.08,0.0,0.0,9.13,9.13,0.0,0.0,8.9,8.9,0.0,0.0,9.01,9.01,0.0,0.0
2016-01-10,8.37,8.37,0.0,0.0,8.37,8.37,0.0,0.0,8.11,8.11,0.0,0.0,8.29,8.29,0.0,0.0
2016-01-17,8.34,8.34,0.0,0.0,8.37,8.37,0.0,0.0,8.2,8.2,0.0,0.0,8.22,8.22,0.0,0.0
2016-01-24,8.78,8.78,0.0,0.0,8.78,8.78,0.0,0.0,8.65,8.65,0.0,0.0,8.75,8.75,0.0,0.0
2016-01-31,8.22,8.22,0.0,0.0,8.22,8.22,0.0,0.0,7.92,7.92,0.0,0.0,8.08,8.08,0.0,0.0
2016-02-07,7.83,7.83,0.0,0.0,7.83,7.83,0.0,0.0,7.65,7.65,0.0,0.0,7.76,7.76,0.0,0.0
2016-02-14,8.22,8.22,0.0,0.0,8.39,8.39,0.0,0.0,8.22,8.22,0.0,0.0,8.32,8.32,0.0,0.0
2016-02-21,8.44,8.44,0.0,0.0,8.51,8.51,0.0,0.0,8.39,8.39,0.0,0.0,8.41,8.41,0.0,0.0
2016-02-28,8.98,8.98,0.0,0.0,9.08,9.08,0.0,0.0,8.92,8.92,0.0,0.0,9.03,9.03,0.0,0.0
2016-03-06,9.1,9.1,0.0,0.0,9.18,9.18,0.0,0.0,9.05,9.05,0.0,0.0,9.16,9.16,0.0,0.0
2016-03-13,9.36,9.36,0.0,0.0,9.41,9.41,0.0,0.0,9.31,9.31,0.0,0.0,9.32,9.32,0.0,0.0
2016-03-20,9.11,9.11,0.0,0.0,9.13,9.13,0.0,0.0,8.98,8.98,0.0,0.0,9.09,9.09,0.0,0.0
2016-03-27,9.28,9.28,0.0,0.0,9.28,9.28,0.0,0.0,9.09,9.09,0.0,0.0,9.13,9.13,0.0,0.0
2016-04-03,9.11,9.11,0.0,0.0,9.19,9.19,0.0,0.0,9.05,9.05,0.0,0.0,9.05,9.05,0.0,0.0
2016-04-10,9.17,9.17,0.0,0.0,9.31,9.31,0.0,0.0,9.15,9.15,0.0,0.0,9.26,9.26,0.0,0.0
2016-04-17,9.3,9.3,0.0,0.0,9.3,9.3,0.0,0.0,9.12,9.12,0.0,0.0,9.17,9.17,0.0,0.0
2016-04-24,9.21,9.21,0.0,0.0,9.22,9.22,0.0,0.0,9.05,9.05,0.0,0.0,9.07,9.07,0.0,0.0
2016-05-01,8.75,8.75,0.0,0.0,8.75,8.75,0.0,0.0,8.6,8.6,0.0,0.0,8.63,8.63,0.0,0.0
2016-05-08,8.65,8.65,0.0,0.0,8.77,8.77,0.0,0.0,8.61,8.61,0.0,0.0,8.68,8.68,0.0,0.0
2016-05-15,8.52,8.52,0.0,0.0,8.63,8.63,0.0,0.0,8.51,8.51,0.0,0.0,8.56,8.56,0.0,0.0
2016-05-22,8.73,8.73,0.0,0.0,8.73,8.73,0.0,0.0,8.61,8.61,0.0,0.0,8.66,8.66,0.0,0.0
2016-05-29,8.92,8.92,0.0,0.0,9.09,9.09,0.0,0.0,8.91,8.91,0.0,0.0,9.07,9.07,0.0,0.0
2016-06-05,8.52,8.52,0.0,0.0,8.58,8.58,0.0,0.0,8.38,8.38,0.0,0.0,8.39,8.39,0.0,0.0
2016-06-12,8.74,8.74,0.0,0.0,8.79,8.79,0.0,0.0,8.7,8.7,0.0,0.0,8.74,8.74,0.0,0.0
2016-06-19,8.27,8.27,0.0,0.0,8.27,8.27,0.0,0.0,8.01,8.01,0.0,0.0,8.16,8.16,0.0,0.0
2016-06-26,8.8,8.8,0.0,0.0,8.91,8.91,0.0,0.0,8.75,8.75,0.0,0.0,8.78,8.78,0.0,0.0
2016-07-03,8.93,8.93,0.0,0.0,9.1,9.1,0.0,0.0,8.93,8.93,0.0,0.0,9.03,9.03,0.0,0.0
2016-07-10,8.95,8.95,0.0,0.0,9.08,9.08,0.0,0.0,8.91,8.91,0.0,0.0,9.02,9.02,0.0,0.0
2016-07-17,9.13,9.13,0.0,0.0,9.18,9.18,0.0,0.0,9.05,9.05,0.0,0.0,9.11,9.11,0.0,0.0
2016-07-24,9.13,9.13,0.0,0.0,9.2,9.2,0.0,0.0,9.1,9.1,0.0,0.0,9.13,9.13,0.0,0.0
2016-07-31,9.29,9.29,0.0,0.0,9.3,9.3,0.0,0.0,9.23,9.23,0.0,0.0,9.29,9.29,0.0,0.0
2016-08-07,9.21,9.21,0.0,0.0,9.27,9.27,0.0,0.0,9.15,9.15,0.0,0.0,9.26,9.26,0.0,0.0
2016-08-14,9.34,9.34,0.0,0.0,9.37,9.37,0.0,0.0,9.26,9.26,0.0,0.0,9.3,9.3,0.0,0.0
2016-08-21,9.25,9.25,0.0,0.0,9.33,9.33,0.0,0.0,9.21,9.21,0.0,0.0,9.26,9.26,0.0,0.0
2016-08-28,9.26,9.26,0.0,0.0,9.38,9.38,0.0,0.0,9.26,9.26,0.0,0.0,9.34,9.34,0.0,0.0
2016-09-04,9.34,9.34,0.0,0.0,9.42,9.42,0.0,0.0,9.21,9.21,0.0,0.0,9.42,9.42,0.0,0.0
2016-09-11,9.15,9.15,0.0,0.0,9.2,9.2,0.0,0.0,9.12,9.12,0.0,0.0,9.15,9.15,0.0,0.0
2016-09-18,9.26,9.26,0.0,0.0,9.26,9.26,0.0,0.0,9.18,9.18,0.0,0.0,9.22,9.22,0.0,0.0
2016-09-25,9.16,9.16,0.0,0.0,9.18,9.18,0.0,0.0,9.05,9.05,0.0,0.0,9.17,9.17,0.0,0.0
2016-10-02,9.05,9.05,0.0,0.0,9.18,9.18,0.0,0.0,9.05,9.05,0.0,0.0,9.16,9.16,0.0,0.0
2016-10-09,9.08,9.08,0.0,0.0,9.08,9.08,0.0,0.0,8.98,8.98,0.0,0.0,9.06,9.06,0.0,0.0
2016-10-16,9.06,9.06,0.0,0.0,9.16,9.16,0.0,0.0,9.03,9.03,0.0,0.0,9.05,9.05,0.0,0.0
2016-10-23,8.89,8.89,0.0,0.0,8.89,8.89,0.0,0.0,8.82,8.82,0.0,0.0,8.86,8.86,0.0,0.0
2016-10-30,8.51,8.51,0.0,0.0,8.66,8.66,0.0,0.0,8.51,8.51,0.0,0.0,8.62,8.62,0.0,0.0
2016-11-06,7.91,7.91,0.0,0.0,7.91,7.91,0.0,0.0,7.78,7.78,0.0,0.0,7.86,7.86,0.0,0.0
2016-11-13,7.95,7.95,0.0,0.0,7.95,7.95,0.0,0.0,7.8,7.8,0.0,0.0,7.88,7.88,0.0,0.0
2016-11-20,8.09,8.09,0.0,0.0,8.17,8.17,0.0,0.0,8.09,8.09,0.0,0.0,8.14,8.14,0.0,0.0
2016-11-27,7.94,7.94,0.0,0.0,8.02,8.02,0.0,0.0,7.94,7.94,0.0,0.0,8.02,8.02,0.0,0.0
