Date,Open,High,Low,Close,Volume,Currency
2016-01-04,94.19,94.89,93.14,94.38,2808951,USD
2016-01-05,95.34,96.12,94.58,95.95,1859409,USD
2016-01-06,94.43,96.48,94.16,96.29,2433171,USD
2016-01-07,94.5,96.42,93.24,94.44,2477736,USD
2016-01-08,94.94,96.0,93.02,93.14,2004696,USD
2016-01-11,93.82,94.26,93.14,94.0,1889891,USD
2016-01-12,94.69,95.16,93.56,94.85,1300807,USD
2016-01-13,95.11,95.6,91.57,91.7,1907668,USD
2016-01-14,92.31,95.47,91.14,94.32,2545883,USD
2016-01-15,91.43,92.93,90.58,91.49,2774776,USD
2016-01-19,92.84,93.14,90.04,90.88,2468121,USD
2016-01-20,89.53,92.88,88.66,91.99,2904936,USD
2016-01-21,92.8,93.67,91.21,91.95,1461686,USD
2016-01-22,93.07,94.0,92.2,93.61,1076526,USD
2016-01-25,93.47,93.66,91.59,91.73,1310175,USD
2016-01-26,91.94,92.71,91.03,92.64,1140504,USD
2016-01-27,92.41,93.26,90.45,90.77,944099,USD
2016-01-28,91.73,92.22,90.7,92.03,1141647,USD
2016-01-29,92.72,95.63,92.09,95.51,2120539,USD
2016-02-01,95.28,96.97,94.36,96.37,1325679,USD
2016-02-02,95.31,95.66,93.97,94.15,2436046,USD
2016-02-03,95.0,96.41,94.0,95.89,1864201,USD
2016-02-04,95.78,96.93,94.85,96.75,1653009,USD
2016-02-05,96.09,96.25,91.24,91.79,2911061,USD
2016-02-08,90.91,91.23,88.88,90.92,2744527,USD
2016-02-09,90.08,92.14,89.49,90.13,1922845,USD
2016-02-10,91.28,92.41,89.95,90.26,1897677,USD
2016-02-11,88.17,92.07,88.17,91.41,1991723,USD
2016-02-12,92.97,94.7,91.5,94.56,2177735,USD
2016-02-16,93.7,95.81,93.68,95.36,2240208,USD
2016-02-17,95.82,98.68,95.41,98.36,1726093,USD
2016-02-18,97.79,98.66,96.09,96.47,1768517,USD
2016-02-19,96.52,97.61,95.31,97.19,1901266,USD
2016-02-22,98.18,98.71,97.0,98.25,1620663,USD
2016-02-23,97.54,98.12,96.24,97.36,1859282,USD
2016-02-24,96.35,98.98,95.41,98.83,2177169,USD
2016-02-25,99.1,100.16,97.94,100.07,2335531,USD
2016-02-26,100.91,101.0,94.1,95.75,3810098,USD
2016-02-27,95.68,95.68,95.68,95.68,3438255,USD
2016-02-29,95.37,97.32,94.96,96.64,2671346,USD
2016-03-01,97.67,98.86,96.58,98.86,2194823,USD
2016-03-02,98.53,99.64,98.06,98.63,1608182,USD
2016-03-03,98.06,98.48,96.39,97.71,1851632,USD
2016-03-04,98.11,99.26,97.05,99.18,1904458,USD
2016-03-07,98.15,99.75,97.58,99.38,1997289,USD
2016-03-08,98.64,100.25,98.4,99.27,2051418,USD
2016-03-09,99.39,100.01,98.91,99.47,1549033,USD
2016-03-10,99.55,100.27,96.85,98.02,1677955,USD
2016-03-11,98.78,100.28,98.05,99.96,1544213,USD
2016-03-14,99.61,100.17,99.21,99.43,1181398,USD
2016-03-15,99.14,99.69,98.71,99.33,1012639,USD
2016-03-16,99.4,100.54,98.74,100.29,1221913,USD
2016-03-17,100.11,101.22,99.6,100.83,1384688,USD
2016-03-18,101.34,102.29,100.03,102.01,3012362,USD
2016-03-21,101.46,102.01,100.93,102.01,968811,USD
