Date,Guggenheim CurrencyShares Australian DollarEtf_Open_average,Guggenheim CurrencyShares Australian DollarEtf_Open_max,Guggenheim CurrencyShares Australian DollarEtf_Open_min,Guggenheim CurrencyShares Australian DollarEtf_High_average,Guggenheim CurrencyShares Australian DollarEtf_High_max,Guggenheim CurrencyShares Australian DollarEtf_High_min,Guggenheim CurrencyShares Australian DollarEtf_Low_average,Guggenheim CurrencyShares Australian DollarEtf_Low_max,Guggenheim CurrencyShares Australian DollarEtf_Low_min,Guggenheim CurrencyShares Australian DollarEtf_Close_average,Guggenheim CurrencyShares Australian DollarEtf_Close_max,Guggenheim CurrencyShares Australian DollarEtf_Close_min
2018-04-08,-0.36377258600423856,-0.36377258600423856,-0.36377258600423856,-0.42378880425103743,-0.42378880425103743,-0.42378880425103743,-0.3640300677443131,-0.3640300677443131,-0.3640300677443131,-0.4120861221798712,-0.4120861221798712,-0.4120861221798712
2018-04-15,-1.1096727789180636,-1.1096727789180636,-1.1096727789180636,-1.0485332958488418,-1.0485332958488418,-1.0485332958488418,-1.0363963957948035,-1.0363963957948035,-1.0363963957948035,-1.019399269895729,-1.019399269895729,-1.019399269895729
2018-04-22,-1.9411680259107167,-1.9411680259107167,-1.9411680259107167,-1.8070136155768384,-1.8070136155768384,-1.8070136155768384,-1.876257515384823,-1.876257515384823,-1.876257515384823,-1.7469372185489527,-1.7469372185489527,-1.7469372185489527
2018-04-29,-2.097542538950954,-2.097542538950954,-2.097542538950954,-1.8825829385927055,-1.8825829385927055,-1.8825829385927055,-2.046344834551482,-2.046344834551482,-2.046344834551482,-1.8974045445714096,-1.8974045445714096,-1.8974045445714096
2018-05-06,-1.2950990910146518,-1.2950990910146518,-1.2950990910146518,-1.4166859508325693,-1.4166859508325693,-1.4166859508325693,-1.3855812401775613,-1.3855812401775613,-1.3855812401775613,-1.416330075589231,-1.416330075589231,-1.416330075589231
2018-05-13,-1.5821432687455783,-1.5821432687455783,-1.5821432687455783,-1.5823790821960761,-1.5823790821960761,-1.5823790821960761,-1.5151462813616288,-1.5151462813616288,-1.5151462813616288,-1.535135781978615,-1.535135781978615,-1.535135781978615
2018-05-20,-0.9239593212568953,-0.9239593212568953,-0.9239593212568953,-0.9847505304829645,-0.9847505304829645,-0.9847505304829645,-0.908671468605449,-0.908671468605449,-0.908671468605449,-1.0397104481997115,-1.0397104481997115,-1.0397104481997115
2018-05-27,-0.861798545102512,-0.861798545102512,-0.861798545102512,-0.8037324676860942,-0.8037324676860942,-0.8037324676860942,-0.8666537156115723,-0.8666537156115723,-0.8666537156115723,-0.749399113411708,-0.749399113411708,-0.749399113411708
2018-06-03,-0.35136525315692474,-0.35136525315692474,-0.35136525315692474,-0.3865676092855129,-0.3865676092855129,-0.3865676092855129,-0.3045244839592912,-0.3045244839592912,-0.3045244839592912,-0.3463967347842174,-0.3463967347842174,-0.3463967347842174
2018-06-10,-1.317322901154315,-1.317322901154315,-1.317322901154315,-1.5232111366775996,-1.5232111366775996,-1.5232111366775996,-1.517258100359639,-1.517258100359639,-1.517258100359639,-1.7142869067427424,-1.7142869067427424,-1.7142869067427424
2018-06-17,-1.4068580826577193,-1.4068580826577193,-1.4068580826577193,-1.509256910691847,-1.509256910691847,-1.509256910691847,-1.4671928586713223,-1.4671928586713223,-1.4671928586713223,-1.4534273369754567,-1.4534273369754567,-1.4534273369754567
