Date,Open,High,Low,Close,Adj Close,Volume,Sector,IPOyear
2016-01-04,121.5199966430664,122.26000213623047,120.16999816894531,121.45999908447266,106.63168334960938,413500,Capital Goods,
2016-01-05,121.54000091552734,121.54000091552734,120.16000366210938,121.13999938964844,106.35076141357422,306400,Capital Goods,
2016-01-06,118.56999969482422,118.80000305175781,117.76000213623047,118.37999725341797,103.9277114868164,277600,Capital Goods,
2016-01-07,116.08000183105469,116.63999938964844,115.45999908447266,115.56999969482422,101.46076965332031,407500,Capital Goods,
2016-01-08,116.31999969482422,116.68000030517578,112.91999816894531,113.05999755859375,99.25718688964844,635800,Capital Goods,
2016-01-11,114.26000213623047,114.87999725341797,113.45999908447266,114.80999755859375,100.79354095458984,511500,Capital Goods,
2016-01-12,116.6500015258789,116.72000122070312,114.47000122070312,115.83000183105469,101.68903350830078,341200,Capital Goods,
2016-01-13,117.19999694824219,117.36000061035156,114.54000091552734,114.98999786376953,100.95159149169922,345800,Capital Goods,
2016-01-14,115.37000274658203,116.62999725341797,114.20999908447266,116.29000091552734,102.09288024902344,354100,Capital Goods,
2016-01-15,114.05999755859375,114.16999816894531,111.88999938964844,112.5999984741211,98.85336303710938,637000,Capital Goods,
2016-01-19,116.01000213623047,116.0999984741211,113.87000274658203,115.0199966430664,100.97792053222656,485500,Capital Goods,
2016-01-20,112.30000305175781,112.43000030517578,108.94000244140625,111.51000213623047,97.89643096923828,1000200,Capital Goods,
2016-01-21,110.36000061035156,112.05000305175781,109.47000122070312,111.0999984741211,97.5364761352539,285300,Capital Goods,
2016-01-22,115.11000061035156,116.04000091552734,114.81999969482422,115.94999694824219,101.79438018798828,595500,Capital Goods,
2016-01-25,114.37000274658203,114.58999633789062,113.20999908447266,113.41000366210938,99.5644760131836,248600,Capital Goods,
2016-01-26,113.30000305175781,114.37999725341797,113.18000030517578,114.3499984741211,100.38971710205078,267500,Capital Goods,
2016-01-27,116.0,117.08999633789062,114.80000305175781,115.31999969482422,101.24127960205078,320900,Capital Goods,
2016-01-28,116.68000030517578,116.68000030517578,114.93000030517578,116.12000274658203,101.9436264038086,313700,Capital Goods,
2016-01-29,118.75,120.02999877929688,118.01000213623047,120.02999877929688,105.37626647949219,746000,Capital Goods,
2016-02-01,120.0,120.7699966430664,119.16000366210938,120.4000015258789,105.70110321044922,416700,Capital Goods,
2016-02-02,120.1500015258789,120.1500015258789,118.5,119.0,104.4720230102539,353400,Capital Goods,
2016-02-03,116.4800033569336,116.75,113.38999938964844,114.98999786376953,100.95159149169922,622600,Capital Goods,
2016-02-04,114.98999786376953,114.98999786376953,112.7300033569336,114.29000091552734,100.33704376220703,560900,Capital Goods,
2016-02-05,112.23999786376953,112.5199966430664,109.0,110.38999938964844,96.91315460205078,851100,Capital Goods,
2016-02-08,109.73999786376953,109.80999755859375,107.97000122070312,109.12999725341797,95.8069839477539,687700,Capital Goods,
2016-02-09,105.98999786376953,107.56999969482422,105.58000183105469,106.83999633789062,93.79654693603516,498800,Capital Goods,
2016-02-10,108.62000274658203,109.47000122070312,106.63999938964844,106.7699966430664,93.73511505126953,414100,Capital Goods,
2016-02-11,105.29000091552734,105.77999877929688,104.16999816894531,105.08000183105469,92.25143432617188,545900,Capital Goods,
2016-02-12,103.16999816894531,105.37000274658203,102.54000091552734,105.26000213623047,92.40945434570312,668300,Capital Goods,
2016-02-16,108.05000305175781,108.58999633789062,107.44999694824219,108.20999908447266,94.99930572509766,476700,Capital Goods,
2016-02-17,107.69000244140625,108.44999694824219,107.5999984741211,108.12999725341797,94.92906188964844,696500,Capital Goods,
2016-02-18,108.58000183105469,108.94999694824219,107.22000122070312,107.44999694824219,94.33208465576172,224700,Capital Goods,
2016-02-19,105.68000030517578,105.8499984741211,104.80000305175781,105.30999755859375,92.4533462524414,723200,Capital Goods,
2016-02-22,106.06999969482422,106.9000015258789,106.05999755859375,106.69000244140625,93.66487884521484,297400,Capital Goods,
2016-02-23,106.55000305175781,106.66999816894531,105.52999877929688,105.62000274658203,92.72550964355469,161700,Capital Goods,
2016-02-24,105.06999969482422,105.22000122070312,102.8499984741211,104.58999633789062,91.82124328613281,628600,Capital Goods,
2016-02-25,104.58999633789062,105.58999633789062,104.45999908447266,105.56999969482422,92.68161010742188,849000,Capital Goods,
2016-02-26,105.0,106.08000183105469,104.62999725341797,105.13999938964844,92.3041000366211,492600,Capital Goods,
2016-02-29,105.0999984741211,105.27999877929688,104.0999984741211,104.0999984741211,91.39106750488281,423600,Capital Goods,
2016-03-01,105.30000305175781,106.6500015258789,104.88999938964844,106.41000366210938,93.41905212402344,344700,Capital Goods,
2016-03-02,106.8499984741211,107.30000305175781,106.5199966430664,106.98999786376953,93.92823791503906,275700,Capital Goods,
2016-03-03,107.69000244140625,108.56999969482422,107.63999938964844,108.56999969482422,95.31536102294922,289300,Capital Goods,
2016-03-04,109.55999755859375,110.29000091552734,109.0,109.55000305175781,96.17571258544922,204700,Capital Goods,
2016-03-07,107.2300033569336,108.55000305175781,107.06999969482422,107.91000366210938,94.7359390258789,745300,Capital Goods,
2016-03-08,106.5199966430664,106.69999694824219,105.62000274658203,105.81999969482422,92.90107727050781,459500,Capital Goods,
2016-03-09,106.86000061035156,106.91000366210938,105.80000305175781,106.25,93.2785873413086,201900,Capital Goods,
2016-03-10,108.76000213623047,108.9800033569336,106.16000366210938,107.08000183105469,94.00726318359375,644900,Capital Goods,
2016-03-11,108.66000366210938,109.27999877929688,108.54000091552734,109.26000213623047,95.92111206054688,216700,Capital Goods,
2016-03-14,109.25,109.48999786376953,108.80999755859375,108.94999694824219,95.64897155761719,251500,Capital Goods,
2016-03-15,107.41000366210938,107.41999816894531,106.44999694824219,107.22000122070312,94.13016510009766,404400,Capital Goods,
2016-03-16,106.47000122070312,107.7699966430664,106.0999984741211,107.54000091552734,94.41109466552734,343000,Capital Goods,
2016-03-17,106.88999938964844,108.4800033569336,106.44000244140625,107.93000030517578,94.75348663330078,354700,Capital Goods,
2016-03-18,106.27999877929688,106.93000030517578,105.80000305175781,106.5999984741211,93.58586120605469,615500,Capital Goods,
2016-03-21,106.41000366210938,107.43000030517578,106.41000366210938,107.13999938964844,94.05992889404297,442100,Capital Goods,
2016-03-22,108.11000061035156,109.31999969482422,107.76000213623047,108.5999984741211,95.3416976928711,318600,Capital Goods,
2016-03-23,108.4800033569336,108.98999786376953,108.0999984741211,108.0999984741211,94.90274047851562,291100,Capital Goods,
2016-03-24,106.38999938964844,106.38999938964844,105.75,106.31999969482422,93.34004974365234,399800,Capital Goods,
2016-03-28,108.5,109.08999633789062,108.08999633789062,108.69000244140625,97.26416015625,450500,Capital Goods,
2016-03-29,108.0,108.41999816894531,107.33999633789062,108.3499984741211,98.79137420654297,345900,Capital Goods,
